Formula,Dosef,Hform,Natoms,Mass,Energy,Smax,Fmax,Volume,Gap_wo_soc,Bandgap
AgGa3Cl4O4,0,-1.135,12,522.833,-52.809,0,0.008,549.274,0.25,0.251
Pd3PtCl4O4,0,-0.408,12,720.14,-50.345,0,0.01,613.76,0.608,0.559
MgBrCl,0,-1.703,3,139.659,-10.095,0,0.009,221.248,4.824,4.641
IrBrSe,0,-0.301,3,351.092,-15.247,0,0.009,207.003,1.635,1.26
Sn2SSe,0,-0.4,4,348.451,-17.275,0,0.009,327.256,1.165,1.064
V4Se2Te2,5.582,-0.394,8,616.908,-50.625,0,0.01,509.556,0,0
Mo2Cl2O4,0,-1.624,8,326.796,-59.462,0,0.01,451.314,0.741,0.71
Cd2BrClS2,0,-0.638,6,404.302,-17.207,0,0.008,329.478,1.094,1.072
Ti4C3F2,1.914,-1.635,9,265.498,-72.307,0,0,202.733,0,0
Ru2Se2,1.685,-0.227,4,360.082,-26.799,0,0,285.932,0,0
Sn2S2,0,-0.415,4,301.54,-17.928,0,0,300.699,1.494,1.414
Ta2I2SSe,2.349,-0.667,6,726.736,-34.152,0,0.009,395.593,0,0
OsRe2RhS5Se3,9.372,-0.384,12,1062.762,-77.102,0,0.007,730.254,0,0
Al2Mn2S5,2.612,-0.793,9,324.139,-54.435,0,0.001,493.253,0,0
Ti2Se3,2.12,-1.124,5,332.647,-29.449,0.001,0.01,236.005,0,0
Ir2ReRhSe8,0,-0.313,12,1305.314,-68.98,0,0.006,801.39,0.199,0.192
NiTiBr3Cl3,0,-1.055,8,452.622,-32.487,0,0.008,626.893,1.059,1.042
Hf3ScBr4N3O,0,-1.953,12,958.062,-87.138,0,0.01,615.833,2.707,2.677
In3Br5SSe,0,-0.715,10,855.005,-30.924,0,0.01,948.294,2.012,1.919
InTlCl6,0,-0.924,8,531.898,-23.363,0,0.008,694.704,2.575,2.553
Al2Ni2Se5,3.634,-0.528,9,566.205,-44.137,0,0.002,522.895,0,0
In2Mg2Se5,0,-0.865,9,673.101,-33.956,0,0.002,615.555,0.832,0.7
Mn4N3O2,3.256,-0.632,9,293.771,-79.861,0,0,175.969,0,0
CrMnI5Te,0,-0.308,8,869.056,-32.186,0,0.01,771.269,0.204,0.078
CuNiReBr8,3.305,-0.316,11,947.678,-38.733,0,0.009,927.803,0,0
Ni3Se4,8.586,-0.226,7,491.964,-37.252,0,0.006,436.506,0,0
Ag2Br2,0,-0.337,4,375.544,-10.198,0,0.001,726.387,2.458,2.444
HfZrBrClN2,0,-1.783,6,413.082,-45.682,0.001,0.01,306.521,1.947,1.93
InScI2SSe,0,-1.045,6,524.614,-24.212,0,0.007,461.332,1.194,1.111
Ag2Se2,0,0.022,4,373.678,-12.556,0,0,401.441,0.87,0.75
Al2Se2,0,-0.717,4,211.905,-17.311,0,0,246.106,2.012,1.997
V3C2S2,1.956,-0.621,7,240.966,-56.514,0,0.004,175.92,0,0
Ag2Br2Sb4Se3,0,-0.187,11,1099.497,-38.979,0,0.01,1899.737,1.437,1.395
Ba3Mn2Br2S5,2.065,-1.477,12,841.965,-66.197,0,0.004,896.556,0,0
Cu2Sr3Br2O4,1.573,-1.882,11,613.756,-56.749,0,0.005,618.766,0,0
Cu2I2P4S3,0,-0.141,11,600.976,-45.555,0,0.009,1473.293,1.221,1.131
Al2Si2Te2,0,-0.249,6,365.333,-26.18,0,0.006,535.142,1.56,1.506
Ga2Mg2Se5,0,-0.89,9,582.911,-34.468,0,0.01,575.733,0.579,0.438
Nb4S8Si2,0,-0.93,14,684.275,-97.755,0,0.009,1493.674,0.344,0.343
In8Se12,0,-0.515,20,1866.196,-74.194,0,0.009,3177.358,1.303,1.279
P4S6,0,-0.142,10,316.255,-47.347,0,0.009,1642.636,2.267,2.261
O6Sb4,0,-1.362,10,583.034,-61.988,0,0.009,868.949,3.677,3.528
Sc4Cl2N3,1.141,-2.008,9,292.745,-65.336,0.001,0.003,232.379,0,0
Cr2Cl2Te2,1.644,-0.638,6,430.092,-32.623,0,0.007,425.168,0,0
Mn4N3S2,4.074,-0.251,9,325.893,-74.343,0.001,0.004,188.125,0,0
Ga2Cl2S2,0,-0.901,6,274.466,-22.937,0,0.007,706.261,2.927,2.92
Nb3Pd3Se14,1.656,-0.552,20,1703.573,-102.245,0,0.008,2488.864,0,0
Cr3S4,2.369,-0.655,7,284.228,-49.12,0,0.009,403.256,0,0
Pd2Cl2,0.502,-0.346,4,283.74,-12.596,0,0.006,219.739,0,0.159
Ni2H2,1.829,0.011,4,119.403,-21.1,0,0.003,101.506,0,0
Nb2CTe2,0.776,-0.558,5,453.024,-39.07,0,0.002,197.539,0,0
CdSn2I2S2,0,-0.507,7,667.763,-23.704,0,0.008,1092.192,1.954,1.906
Se8Si4,0,-0.446,12,744.108,-54.81,0,0.008,1768.392,2.649,2.64
Sn4Sb8,0,0.02,12,1448.92,-51.229,0,0.005,1843.201,0.794,0.735
Ta4Te2,4.986,-0.247,6,978.992,-47.159,0,0.003,449.871,0,0
ZnF2,0,-2.372,3,103.377,-11.473,0.003,0.001,151.9,4.533,4.506
Rb4O2,0,-0.919,6,373.869,-19.401,0,0.01,552.459,0.34,0.338
Ni2AsTe2,2.99,-0.257,5,447.508,-26.852,0,0.004,426.875,0,0
MgH2Se2,0,-0.475,5,22.042,-17.609,0,0.007,294.725,2.836,2.75
Co4Nb2Se4,5.074,-0.497,10,737.43,-72.472,0,0.008,773.431,0,0
As8O4Se8,0,-0.431,20,1295.137,-94.29,0,0.009,3026.128,1.764,1.711
Cu4S2,0.003,-0.161,6,318.304,-23.824,0.001,0.007,440.179,0.205,0.164
Li2PtH2,0.538,-0.48,5,210.98,-19.185,0,0.005,328.354,0,0
Ta2Cl4S4,0,-1.033,10,631.936,-53.415,0,0.008,1205.129,1.561,1.55
Ta2I4Se4,0,-0.534,10,1185.398,-44.815,0,0.008,1513.148,1.025,0.993
AgBa2Cl2O2,0.705,-1.953,7,485.42,-33.989,0,0.003,386.354,0,0
Au2C4F4O8,4.258,-1.192,18,645.963,-111.936,0,0.009,2219.711,0,0
In2Cl2Se2,0,-0.799,6,458.478,-20.859,0,0.003,861.144,2.19,2.127
SnSe2,0,-0.347,3,276.652,-12.064,0,0,235.207,0.802,0.762
Cs2C4H6O6,0,-1.043,18,415.897,-108.003,0,0.009,1040.061,4.475,4.473
In2Pd4Te6,0,-0.327,12,1420.916,-43.961,0,0.005,1900.571,0.473,0.391
Nb2Ni4Te6,2.639,-0.414,12,1186.186,-73.834,0,0.008,1357.167,0,0
Fe3Se2Si,3.719,-0.268,6,353.562,-41.095,0.001,0.005,268.865,0,0
Ba2Bi4O8,0,-1.75,14,1238.568,-87.845,0,0.009,1157.793,2.983,2.868
CoGa2Se4,1.179,-0.477,7,514.263,-31.307,0,0.008,488.87,0,0
PbSb2Se4,0,-0.347,7,766.604,-28.928,0,0.004,612.786,0.63,0.424
In2MnSe4,0.463,-0.501,7,600.458,-32.679,0,0.003,567.608,0,0
Cr2NiTe4,3.553,-0.176,7,673.086,-40.113,0,0.004,523.808,0,0
Nb4Ni2Te10,7.392,-0.428,16,1765.012,-94.695,0,0.002,2063.252,0,0
Fe2Nb4Se10,4.401,-0.739,16,1273.025,-106.035,0,0.002,1828.761,0,0
Pd5TlI2,1.707,-0.223,8,990.289,-26.339,0,0.002,395.336,0,0
Nb4Br2S12,0,-0.76,18,916.153,-107.097,0,0.01,2395.607,0.373,0.369
W2As4O12,0,-1.638,18,859.354,-132.595,0,0.009,1091.308,1.923,1.811
PtTa2S6,1.1,-0.902,9,749.34,-58.57,0,0.007,1017.642,0,0
Ag4O12Te2,0,-0.386,18,878.661,-86.205,0,0.009,1800.435,0.657,0.636
K2PdH6O6,0,-1.111,15,286.659,-73.617,0,0.01,1204.189,2.528,2.493
Re6Cl2S8,0,-0.628,16,1444.622,-116.194,0,0.007,1583.774,1.566,1.541
VW3S8,3.75,-0.866,12,858.941,-85.99,0,0.007,662.301,0,0
SrI2,0,-1.646,3,341.429,-9.569,0,0,353.689,3.725,3.418
Ta6Ge2Se12,6.168,-0.761,20,2178.599,-124.94,0,0.01,2333.349,0,0
Ta3I7S,0,-0.557,11,1463.235,-50.003,0,0.008,1696.498,0.741,0.684
Hf2Se10,0,-0.69,12,1146.69,-58.119,0,0.01,1628.594,0.278,0.337
Al2Cl2S2,0,-1.291,6,188.983,-26.946,0,0.002,693.765,3.837,3.835
Al2Ge2S2,0,-0.56,6,263.343,-28.022,0,0.004,476.916,0.287,0.187
Au4Cl4S4,0,-0.178,12,1057.906,-38.114,0,0.009,1677.623,1.425,1.414
Ba2Br2H2,0,-1.439,6,436.478,-22.111,0,0.009,678.118,3.705,3.677
Ba2Ni2Si2,6.477,-0.442,6,448.211,-31.599,0,0.003,335.403,0,0
Ca2Br2F2,0,-3.077,6,277.961,-28.826,0.001,0.008,517.281,5.271,5.17
Ga4Br4Te4,0,-0.607,12,1108.908,-38.054,0,0.007,2001.791,2.233,2.029
Ir2Br2Se2,0,-0.308,6,702.184,-30.535,0,0.009,797.083,1.115,1.078
Zr4Cl4Te4,8.454,-1.21,12,1017.096,-64.094,0,0.009,879.98,0,0
Hf2F2N2,0,-2.531,6,422.991,-50.077,0.001,0.003,392.266,2.762,2.683
Rh2F2O2,0,-1.125,6,275.806,-34.469,0.001,0.009,270.71,0.091,0.121
Rh2F2Se2,0.233,-0.984,6,401.75,-30.337,0.001,0.006,364.2,0,0
Pb2O2,0,-1.163,4,446.398,-22.418,0,0.009,525.311,2.563,2.406
Ga2I2S2,0,-0.589,6,457.375,-20.454,0,0.006,728.905,1.101,1.045
Hf2Ge2Te2,1.328,-0.672,6,757.44,-34.488,0,0.007,517.272,0,0
Hf2Se2Si2,1.123,-0.995,6,571.092,-38.746,0,0,458.517,0,0
Mn2I2S2,3.537,-0.452,6,427.805,-33.261,0,0.002,386.325,0,0
Ag2F2Se4,0,-0.569,8,569.617,-27.337,0.001,0.008,766.08,1.496,1.422
Li4As4O8,0,-1.652,16,455.438,-93.631,0,0.008,964.269,4.064,4.052
Sn2O2,0,-1.256,4,269.418,-23.386,0,0.003,539.48,2.617,2.493
Li2Br2O4,0,-0.691,8,237.684,-32.972,0,0.003,788.044,2.631,2.625
CrGa2Se4,3.103,-0.546,7,507.326,-32.966,0,0.004,524.733,0,0
Cu2Sb2Te4,0.252,-0.011,8,881.012,-29.072,0,0.005,1058.498,0.079,0.064
K4S8Se4,0,-0.461,16,728.757,-58.813,0,0.008,2413.42,1.375,1.369
Fe2Te2,0.898,-0.063,4,366.89,-24.745,0,0,237.373,0,0
AuVP2Se6,0,-0.223,10,783.682,-45.509,0,0.009,1196.77,0.432,0.437
CoNaAs2Se6,0,-0.254,10,705.592,-42.302,0,0.008,1220.826,0.455,0.343
Al2Se6Si2,0,-0.629,10,583.959,-45.462,0,0.002,1163.971,2.152,2.144
Mo2Se2Te2,1.097,-0.424,6,605.042,-38.325,0,0.008,406.498,0,0
InNaP2S6,0,-0.529,10,392.115,-44.557,0,0.009,1331.289,2.388,2.384
Cs2Cl2O6,0,-0.738,10,432.705,-43.36,0,0.009,1063.285,5.294,5.291
Co2Ta2S6,4.003,-0.827,10,672.122,-68.83,0,0.006,1112.945,0,0
Cr2Sb2Se6,0,-0.334,10,821.338,-51.868,0,0.005,693.583,0.576,0.529
Fe2Nb2Se6,6.196,-0.625,10,771.329,-65.878,0,0.007,1146.48,0,0
Na6H2O8Se2,0,-1.428,18,425.889,-88.149,0,0.009,1522.088,4.267,4.264
Li3Br3,0,-1.541,6,260.532,-19.668,0,0.01,300.185,4.883,4.819
K2Cl2,0,-1.917,4,149.097,-13.675,0,0.01,355.803,4.951,4.91
Rh2O6Sb2,0,-0.991,10,545.325,-63.767,0,0.009,432.127,1.02,1.007
Sr4O12Te4,0,-2.004,20,1052.868,-121.087,0,0.01,2111.796,4.047,4.028
Tl3Cl3,0,-0.997,6,719.49,-18.833,0,0.008,445.593,2.803,2.443
Cs2F8I2,0,-1.978,12,671.607,-41.057,0.001,0.008,1909.564,3.313,3.294
Hf2Ge2S8,0,-0.909,12,758.72,-67.571,0,0.009,1369.833,1.223,1.21
Hf3C2F2,0.199,-1.912,7,597.489,-57.516,0,0,213.758,0,0
GaLiI4O12,0,-0.532,18,776.269,-81.777,0,0.008,1235.219,2.729,2.69
Cd2Cu2I2Se2,0,-0.382,8,763.671,-22.185,0,0.008,1214.576,1.097,1.036
HfPdI6,0,-0.613,8,1046.337,-25.103,0,0.008,819.14,0.446,0.384
Li2Ta2I12,0,-0.646,16,1898.629,-51.484,0,0.007,2269.115,1.249,0.907
PdZrCl6,0,-1.284,8,410.344,-32.202,0,0.005,641.371,0.807,0.79
Ag2Hg2Br2S2,0,-0.278,8,840.848,-21.002,0,0.01,1268.638,1.35,1.319
Ag4F4H4O4,4.203,-0.867,16,575.494,-65.375,0.001,0.009,1459.704,0,0
Co4Ta2Se2Te2,4.325,-0.465,10,1010.771,-70.572,0,0.009,774.146,0,0
Au2Hg2Br2Te2,0,-0.223,8,1210.125,-19.393,0,0.009,1385.518,0.54,0.538
Au4Cl4H4S4,0,-0.245,16,1061.938,-53.189,0,0.007,1780.094,1.262,1.222
Ga2Te2,0,-0.372,4,394.646,-13.703,0,0,295.691,1.437,1.297
Sr4As4F4S8,0,-1.76,20,982.64,-99.517,0.001,0.009,1356.055,1.976,1.965
Ba4F4P4S8,0,-1.746,20,1005.677,-102.667,0.001,0.01,1510.32,2.06,2.056
Sr4Cl4S8Sb4,0,-1.28,20,1235.8,-89.694,0,0.006,1691.9,2.039,1.989
Pb2H2P2S6,0,-0.335,12,670.724,-53.382,0,0.006,1441.721,2.481,1.884
Cu2Br4,0.609,-0.303,6,446.708,-15.51,0.001,0.01,459.661,0,0.037
Pb2C2H6P2S6,0,-0.338,18,698.778,-87.181,0,0.009,1576.251,2.602,2.11
Rb2C2H6S6Se2,0,-0.268,18,551.308,-76.458,0,0.008,1697.484,0.969,0.968
Cu2C6Cl2F8N2,0,-0.961,20,450.059,-114.852,0.002,0.008,1276.486,0.446,0.412
GeTe,0,-0.006,2,200.23,-7.733,0,0.007,222.939,1.806,1.474
As2H2O10Se2,0,-0.916,16,469.791,-88.84,0,0.008,1076.297,3.239,3.224
Co4S6,0,-0.376,10,428.093,-61.145,0,0.006,377.644,0.155,0.096
W2Zn2O12Se2,0,-1.521,18,848.37,-121.173,0,0.009,971.774,3.544,3.495
Cs2Os2F10N2S2,0,-1.801,18,928.389,-97.201,0.002,0.008,1285.831,0.971,0.895
Na2Ru2Cl10N2S2,0,-0.641,18,694.754,-75.792,0,0.01,1697.414,0.452,0.429
Ga2S3,0,-0.601,5,235.626,-21.047,0,0.01,250.489,1.396,1.396
Ni2Te3,2.246,-0.192,5,500.187,-25.069,0,0.007,269.701,0,0
Tl4Se5,0,-0.182,9,1212.375,-29.045,0,0.008,1130.912,1.237,1.134
Ag5I5,0,-0.235,10,1173.863,-23.945,0,0.009,1068.005,2.047,1.804
Tl4As4,0,0.055,8,1117.206,-28.201,0,0.01,632.084,0.036,0.04
Tl4F4,0,-1.807,8,893.514,-30.79,0.001,0.009,556.414,3.532,3.362
In4I4,0,-0.423,8,966.89,-20.353,0,0.008,861.987,1.519,1.403
Pb5O5,0,-1.107,10,1115.995,-55.48,0,0.007,697.944,2.137,1.886
Ag6I12,0,-0.157,18,2170.063,-37.6,0,0.009,2309.836,1.286,1.123
Cd4Cl8,0,-1.078,12,733.256,-30.93,0,0.009,1088.625,3.483,3.474
Hf2Cl4S4,0,-1.393,10,627.02,-52.392,0,0.009,727.611,1.838,1.823
Sc2I4S4,0,-0.951,10,725.77,-41.051,0,0.009,937.298,1.141,0.981
Y2Br4Se4,0,-1.336,10,813.312,-43.015,0,0.008,967.143,1.342,1.337
Ag2Tl2Te2,0,-0.195,6,879.696,-18.254,0,0.008,446.409,0.887,0.613
Mg4Rb4As4,0,-0.63,12,738.778,-36.319,0,0.006,872.435,0.485,0.392
Be2Br2Cl2,0,-1.224,6,248.732,-21.485,0,0.007,400.027,5.683,5.655
Ga4Br4Se4,0,-0.697,12,914.392,-40.245,0,0.006,1061.726,1.828,1.782
Ni2Br2Se2,4.25,-0.285,6,435.137,-26.338,0,0.01,386.365,0,0
Mn2Cl2I2,0,-0.727,6,434.585,-30.323,0,0.009,568.757,1.647,1.531
V2Cl2Te2,2.786,-0.75,6,427.983,-31.529,0,0.007,416.707,0,0
Cu2K2Se2,0,-0.677,6,363.231,-20.819,0,0.006,467.025,1.601,1.574
Rh2F2Se2,0,-1.055,6,401.75,-30.766,0.001,0.007,357.396,1.423,1.355
Sc2I2Te2,0,-1.232,6,598.921,-26.08,0,0.009,547.19,1.425,1.122
Li2Rb2Se2,0,-1.151,6,342.758,-19.47,0,0.007,416.238,1.397,1.268
Al2H2S4,0,-0.74,8,184.219,-36.355,0,0.008,358.554,2.003,2.002
Ag2Ca2Cl6,0,-1.634,10,508.592,-36.755,0,0.007,797.404,3.565,3.472
Ag2Mn2Br6,0,-0.603,10,805.036,-40.649,0,0.009,776.517,1.752,1.74
Al2B2S6,0,-0.672,10,267.943,-52.075,0,0.005,508.244,0.729,0.728
Cd2Li2Br6,0,-1.129,10,718.132,-26.435,0,0.007,801.814,3.398,3.286
Li2Mn2Cl6,0,-1.337,10,336.456,-47.298,0,0.006,675.909,2.219,2.219
Al8Te12,0,-0.448,20,1747.052,-77.32,0,0.01,3254.682,1.896,1.775
Ca4O12Te4,0,-2.02,20,862.7,-122.75,0,0.008,1867.874,3.988,3.969
Ga2Mn2S5,2.261,-0.592,9,409.622,-50.957,0,0.009,500.515,0,0
Hg3B2O6,0,-1.315,11,719.39,-61.274,0,0.008,2353.665,3.513,3.522
Mo2Zn2O8,0,-1.845,12,450.652,-87.906,0,0.007,795.462,2.956,2.915
Nb2Br4S4,0,-0.903,10,633.669,-52.334,0,0.009,1307.242,1.563,1.556
Nb3Cl7Te,0,-1.269,11,654.469,-60.644,0,0.008,1413.025,0.788,0.772
Ni2Ta4S10,5.343,-0.967,16,1161.778,-110.017,0,0.005,1773.445,0,0
PdTa2S6,1.71,-0.885,9,660.676,-55.883,0,0.01,1013.339,0,0
V2Br2O2,5.579,-1.638,6,293.689,-40.293,0,0.01,465.782,0,0
Zn2As4O8,0,-1.312,14,558.438,-80.38,0,0.007,851.706,3.629,3.605
AgInP2Se6,0,-0.233,10,758.46,-39.557,0,0.004,1256.966,0.893,0.863
Ge2S2,0,-0.23,4,209.38,-18.109,0,0.006,357.709,1.776,1.763
VF2O,0,-2.707,4,104.937,-27.649,0.001,0.003,382.524,0.759,0.759
Pd2I4,0,-0.218,6,720.458,-14.861,0,0.009,616.891,0.552,0.595
Sc2Br2,2.696,-1.171,4,249.72,-17.171,0,0,212.355,0,0
In2Se2,0,-0.534,4,387.578,-14.629,0,0,294.13,1.34,1.321
Ni2Se2,5.011,-0.198,4,275.329,-22.253,0,0,270.083,0,0
CdCl2,0,-1.074,3,183.314,-7.72,0,0,308.299,3.644,3.616
CoBr2,0,-0.352,3,218.741,-12.454,0,0,278.223,0.207,0.174
Co4S8,0,-0.317,12,492.213,-69.34,0,0,656.563,0.321,0.322
CuI2,2.465,-0.129,3,317.355,-7.02,0,0,292.795,0,0
MnCl2,0,-1.025,3,125.838,-16.362,0,0,281.449,2.03,2.025
PbO2,0,-0.804,3,239.198,-16.418,0,0,171.588,1.349,1.346
Pd2Se4,0,-0.287,6,528.724,-23.294,0,0,560.022,1.324,1.313
ZnBr2,0,-0.843,3,225.188,-6.883,0,0,224.438,3.492,3.353
ZrI2,0,-0.881,3,345.033,-13.004,0,0,239.705,0.772,0.687
ZrTe2,1.185,-0.885,3,346.424,-16.466,0,0,253.567,0,0
Nb2CS2,1.358,-0.946,5,261.944,-42.76,0,0,182.475,0,0
Ti2CSe2,2.043,-0.94,5,265.687,-34.266,0,0,176.764,0,0
Zr2NSe2,1.539,-1.437,5,354.397,-37.308,0,0,203.585,0,0
Bi2SSe2,0,-0.391,5,607.963,-22.346,0,0,327.7,0.898,0.354
Bi2Se2Te,0.008,-0.31,5,703.503,-21.066,0,0,349.71,1.075,0.111
Bi2Br6,0,-0.791,8,897.385,-25.187,0,0,869.706,2.966,1.954
Co2Cl6,0,-0.654,8,330.566,-32.4,0,0,514.2,1.135,1.13
Ru2Cl6,4.201,-0.549,8,414.84,-34.028,0,0,562.627,0,0
Sc2Cl6,0,-2.163,8,302.612,-37.337,0,0,650.842,3.928,3.922
Ta2Te6,2.726,-0.235,8,1127.496,-40.743,0,0,481.342,0,0
V2Br6,1.372,-0.926,8,581.307,-33.963,0,0,676.613,0,0
Zr2Se6,0,-1.078,8,656.274,-44.329,0,0,438.463,0.498,0.41
Cr3MoSe8,0,-0.532,12,883.706,-73.67,0,0,663.631,0.768,0.707
Ir2Br2S2,0,-0.398,6,608.362,-32.265,0,0,357.396,0.242,0.344
Mo3WSe8,0,-0.681,12,1103.458,-81.13,0,0,700.402,1.446,1.3
AsITe,0,-0.124,3,329.426,-9.718,0,0,282.177,1.253,0.982
BiClSe,0,-0.681,3,323.401,-11.985,0,0,290.29,1.642,0.851
BiITe,0,-0.371,3,463.485,-10.47,0,0,330.206,1.502,0.412
Cr2Cl2Se2,0,-0.834,6,332.834,-34.354,0,0,380.597,0.263,0.176
Hf2I2Se2,2.314,-1.103,6,768.731,-31.55,0,0,434.334,0,0
In2I2Se2,0,-0.506,6,641.387,-18.482,0,0,492.511,1.241,1.264
Ni2I2Se2,3.587,-0.223,6,529.138,-25.754,0,0,385.287,0,0
Sc2I2S2,0,-1.679,6,407.841,-30.508,0,0,426.922,1.814,1.662
TiSTe,0.378,-1.031,3,207.527,-17.065,0,0,217.622,0,0
Au2I2Te4,0,-0.058,8,1158.142,-22.502,0,0,920.668,0.851,0.711
Ni2F2S4,1.335,-0.671,8,283.624,-39.348,0,0,330.503,0,0
Bi2P2S6,0,-0.213,10,672.268,-46.672,0,0,767.916,1.065,0.655
Cr2W2Te8,0,-0.093,12,1492.472,-68.544,0,0,798.314,0.617,0.497
CoZrBr6,0,-0.993,8,629.581,-33.085,0,0,666.647,0.398,0.388
Se2Si,0,-0.367,3,186.027,-13.464,0,0,241.035,1.127,1.123
Mn2Br2O3,0,-1.162,7,317.681,-46.109,0,0.005,371.807,0,0.042
Ge2S3,2.108,-0.23,5,241.44,-22.416,0,0.008,232.851,0,0
Cr3Cl2O4,3.889,-1.605,9,290.884,-66.739,0,0.009,454.493,0,0
Cu2I2Se,3.651,-0.089,5,459.872,-14.239,0,0.007,288.47,0,0
Ca2SrBr2S2,0,-2.134,7,391.704,-31.96,0,0.01,382.358,3.161,3.106
In2BrISe2,0,-0.584,6,594.386,-19.058,0,0.009,482.249,1.176,1.188
GaMn7Br4Cl2I2S4,0,-0.603,20,1226.854,-112.15,0,0.009,1086.745,0.127,0.129
Ni3TiTe2,3.634,-0.414,6,479.147,-37.323,0,0.006,287.594,0,0
Mn8Br6S4Se2,7.972,-0.544,20,1205.11,-121.398,0,0.01,1039.625,0,0
Mo2Br5Se,0,-0.523,8,670.391,-37.993,0,0.01,632.541,0.502,0.482
Ni3ZnH4O8,0,-0.869,16,373.484,-91.125,0,0.01,593.301,0.182,0.182
TaTi3Te8,5.283,-0.618,12,1345.349,-62.945,0,0.009,898.312,0,0
AlISe,0,-0.713,3,232.857,-10.838,0,0.007,228.913,1.81,1.427
NiBrCl,0,-0.517,3,174.047,-12.169,0,0.006,199.104,0.97,0.951
MgClI,0,-1.426,3,186.659,-9.16,0,0.01,246.001,3.308,2.896
HfZrI2S2,2.229,-1.338,6,587.643,-34.049,0,0.008,408.805,0,0
Tl2BrI,0,-0.742,4,615.568,-11.026,0,0.01,438.977,2.367,1.946
Ge2STe,0,-0.11,4,304.92,-16.753,0,0.006,313.827,1.008,0.89
AlMnI2S2,2.065,-0.653,6,399.849,-28.488,0,0.009,379.332,0,0
Hf2TiZrBr8,0,-1.21,12,1135.303,-56.297,0,0.008,844.876,0.654,0.624
V2I2SSe,0,-0.665,6,466.723,-31.555,0,0.009,397.863,0.241,0.214
GaInP2S4Se2,0,-0.293,10,532.671,-42.605,0,0.01,694.521,0.998,0.955
Hf2I4SSe,0,-1.094,8,975.629,-37.239,0,0.008,805.422,2.171,1.889
HfPd2ZrI4S4,0,-0.86,12,1118.412,-55.094,0,0.01,919.98,0.974,0.951
Mn2PtS5Se,0,-0.481,9,544.231,-53.991,0,0.005,548.063,0.593,0.525
IrNi5BrI3S6,10.734,-0.235,16,1138.661,-79.764,0,0.007,1022.92,0,0
CuYCl4,0,-1.683,6,294.252,-25.609,0,0.009,526.795,2.352,2.322
NiTaSe4,4.894,-0.502,6,555.525,-34.006,0,0.008,388.13,0,0
AuPdClSe,0,-0.264,4,417.808,-13.275,0,0.007,342.22,0.851,0.744
AuTlBrI3,0,-0.318,6,861.964,-13.553,0,0.006,700.249,0.617,0.493
Cd2BrIS,0,-0.64,5,463.696,-12.197,0,0.008,304.859,1.305,0.907
ZnBr2GeS,0,-0.616,5,329.878,-16.029,0,0.006,313.486,1.844,1.78
FeZnClIO2,1.191,-0.927,6,315.577,-29.298,0,0.009,265.288,0,0
Sc2CH2,0,-0.546,5,103.939,-27.917,0,0.004,185.369,1.011,1.01
Ta2CTe2,0.768,-0.507,5,629.107,-37.799,0,0.004,199.478,0,0
CrRhBrClS2,0,-0.695,6,334.376,-32.253,0,0.01,342.868,0.132,0.177
H2Si2,0,0.005,4,58.186,-17.425,0,0,230.023,2.187,2.171
Zr3B2Cl2,0.261,-1.149,7,366.192,-47.234,0,0.008,240.27,0,0
Hf3C2Cl2,0.186,-1.326,7,630.392,-53.809,0,0.004,225.452,0,0
Au2I2P4Se3,0,-0.009,11,1008.55,-41.22,0,0.008,2037.513,1.453,1.348
Cu2I2S3Sb4,0,-0.145,11,964.121,-41.768,0,0.009,1642.103,1.066,0.988
In2Mg2Te5,0,-0.557,9,916.246,-29.799,0,0.001,717.063,0.619,0.358
Mn2Sr3I2O5,2.144,-2.12,12,706.54,-78.48,0,0.007,648.029,0,0
As4S6,0,-0.122,10,492.046,-44.343,0,0.006,1641.882,2,1.988
Cr2H2O5,0,-1.526,9,186.003,-64.82,0,0.006,614.032,0.51,0.51
Ga2Mg2Te5,0.126,-0.549,9,826.056,-30.006,0,0.01,677.004,0,0.091
Ga2Ni2S5,5.228,-0.478,9,417.133,-44.996,0,0.005,476.281,0,0
Ga4O6,0,-1.763,10,374.886,-59.989,0,0.004,583.935,2.644,2.642
P4S6,0,-0.128,10,316.255,-47.206,0,0.009,1868.21,2.474,2.47
Hf4C3Cl2,1.453,-1.228,9,820.893,-72.303,0,0.007,248.758,0,0
Ba2Cl2F2,0,-3.291,6,383.551,-30.148,0.001,0.002,633.297,5.561,5.533
Ta4C3H2,2.345,-0.421,9,761.841,-77.365,0,0.006,214.897,0,0
Y4H2N3,1.25,-1.344,9,399.66,-62.567,0.001,0.006,268.504,0,0
Nb3Pd3Te14,3.754,-0.385,20,2384.379,-94.997,0,0.009,2856.592,0,0
Cr3Se4,2.303,-0.484,7,471.872,-45.548,0,0.007,459.201,0,0
Ni3Te4,6.652,-0.183,7,686.48,-35.844,0,0.01,515.631,0,0
NaC12,2.26,0.006,13,167.122,-111.869,0.002,0.004,535.996,0,0
Cr2Cl4,0,-0.986,6,245.792,-31.873,0,0.009,782.828,0.753,0.753
Ni4Br8,0,-0.308,12,874.006,-45.366,0,0.01,1827.465,0.649,0.634
Ti2Br4,0,-1.178,6,415.35,-26.787,0,0.007,389.568,0.289,0.288
SrAs2F12,0,-2.614,15,465.444,-69.247,0.003,0.01,794.381,4.69,4.689
Co8Nb4Se8,12.789,-0.491,20,1474.859,-144.824,0,0.006,1493.459,0,0
